,model,bias,threshold,lr,avg_error,trained_weights,neuron_outputs
10,Encoding,False,0.3,0.1,"[0.4286, 0.4286, 0.4286, 0.4286, 0.4286]","[[-0.276466016758, 0.378043870668, -0.211932896254, -0.03896089923, -0.187716281338, 0.253632965251, -0.259868862902, 0.182507623917, 0.253632965251, 0.079774668005, -0.104641884099, -0.397235748588, -0.35382725575, -0.16917500461, -0.301333232852, -0.223052590909], [0.008798417448, -0.025959900021, -0.083471349357, 0.476615513727, -0.157530042995, 0.250609482516, -0.174691482439, 0.435455744862, -0.476615513727, -0.196088381233, 0.157530042995, 0.067119625759, 0.250609525646, -0.273362743769, 0.157530042995, 0.008798417448]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,Encoding,True,0.3,0.1,"[0.4286, 0.4286, 0.4286, 0.4286, 0.4286]","[[-0.029236669733, 0.068621559887, 0.014326134957, 0.028629579779, 0.041170302445, 0.113567629924, -0.153559610031, 0.266426114023, 0.113567629924, -0.126108352589, 0.001785412291, -0.208559864511, -0.041777392399, -0.167184619057, -0.153559610031, -0.041170302445, -0.153559610031, -0.278966836689, -0.153559610031, -0.153559610031, -0.278966836689, -0.278966836689, -0.153559610031, -0.278966836689, -0.278966836689, -0.278966836689, -0.153559610031, -0.153559610031, -0.153559610031, -0.278966836689, -0.153559610031, -0.153559610031], [0.050411767829, 0.010370725335, 0.110316677976, 0.130214186134, 0.024827485277, 0.15035772047, -0.081588361795, 0.185085040072, -0.130214186134, 0.128324163553, -0.024827485277, 0.101956760965, 0.066758550352, -0.010370725335, 0.058771684841, -0.033187402289, -0.058771684841, -0.262214315759, -0.262214315759, -0.178615145641, -0.262214315759, -0.262214315759, -0.262214315759, -0.262214315759, -0.178615145641, -0.262214315759, -0.178615145641, -0.178615145641, -0.262214315759, -0.262214315759, -0.178615145641, -0.262214315759]]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]"
12,Encoding,False,0.5,0.02,"[0.4286, 0.4286, 0.4286, 0.4286, 0.4286]","[[-0.233119125342, 0.37001536365, -0.104127342748, -0.065036519945, -0.098163252445, 0.233535351595, -0.346949193832, 0.22137998213, 0.233535351595, -0.042829458244, -0.077480329907, -0.381415137752, -0.364051273348, -0.211835048805, -0.35342891349, -0.223474788911], [0.014271762979, -0.021788149838, -0.00775878666, 0.458283417754, -0.218337947606, 0.212958052512, -0.200066034048, 0.429874711271, -0.458283417754, -0.224762797572, 0.218337947606, 0.024408555906, 0.238746352932, -0.240233677773, 0.218337947606, 0.014271762979]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,Encoding,True,0.5,0.02,"[0.2857, 0.2857, 0.2857, 0.2857, 0.2857]","[[-0.029432259955, 0.107071429365, -0.003015817392, -0.00668017034, 0.000181629012, 0.11147472368, -0.094010176957, 0.142404498596, 0.11147472368, -0.054700300259, -0.013821317623, -0.254812256292, -0.103873982961, -0.163073804834, -0.097953877837, -0.13139777544, -0.16159010061, -0.284426145258, -0.16159010061, -0.16159010061, -0.284426145258, -0.284426145258, -0.16159010061, -0.284426145258, -0.284426145258, -0.284426145258, -0.16159010061, -0.16159010061, -0.16159010061, -0.284426145258, -0.16159010061, -0.16159010061], [0.036553729423, -0.007506717086, 0.034031368777, 0.122787601111, -0.048950504226, 0.099461743324, -0.094627469571, 0.199375762707, -0.122787601111, 0.034427860874, 0.048950504226, 0.00564253317, 0.062099754483, -0.013863210951, 0.086312493067, -0.000808259417, -0.107682421103, -0.253968800104, -0.253968800104, -0.216606811265, -0.253968800104, -0.253968800104, -0.253968800104, -0.253968800104, -0.216606811265, -0.253968800104, -0.216606811265, -0.216606811265, -0.253968800104, -0.253968800104, -0.216606811265, -0.253968800104]]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
14,Encoding,False,0.5,0.1,"[0.4286, 0.4286, 0.4286, 0.4286, 0.4286]","[[-0.276466016758, 0.378043870668, -0.211932896254, -0.03896089923, -0.187716281338, 0.253632965251, -0.259868862902, 0.182507623917, 0.253632965251, 0.079774668005, -0.104641884099, -0.397235748588, -0.35382725575, -0.16917500461, -0.301333232852, -0.223052590909], [0.008798415714, -0.025959890879, -0.083471353249, 0.476615511624, -0.157530041944, 0.250609489689, -0.174691483671, 0.435455745318, -0.476615511624, -0.19608838352, 0.157530041944, 0.067119623744, 0.250609523129, -0.273362745784, 0.157530041944, 0.008798415714]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,Encoding,True,0.5,0.1,"[0.4286, 0.4286, 0.4286, 0.4286, 0.4286]","[[-0.021445667047, 0.175496795214, -0.006827201432, -0.045872492734, 0.002180954544, 0.049744791738, -0.107010117494, 0.00405032254, 0.049744791738, -0.030683801738, -0.084755736347, -0.222456198057, -0.166488639239, -0.1414573792, -0.136885205131, -0.166284916736, -0.203999642408, -0.246082819647, -0.203999642408, -0.203999642408, -0.246082819647, -0.246082819647, -0.203999642408, -0.246082819647, -0.246082819647, -0.246082819647, -0.203999642408, -0.203999642408, -0.203999642408, -0.246082819647, -0.203999642408, -0.203999642408], [0.004782086746, -0.031393126787, -0.089785586868, 0.192228071804, -0.008740875082, 0.112516580413, -0.035351915124, 0.151238620048, -0.192228071804, -0.058981123906, 0.008740875082, 0.072382578544, 0.112516580413, -0.13473382696, 0.008740875082, 0.004782086746, -0.17486782883, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674, -0.232362073674]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16,Encoding,False,0.8,0.02,"[0.4286, 0.4286, 0.4286, 0.4286, 0.4286]","[[-0.233119125342, 0.37001536365, -0.104127342748, -0.065036519945, -0.098163252445, 0.233535351595, -0.346949193832, 0.22137998213, 0.233535351595, -0.042829458244, -0.077480329907, -0.381415137752, -0.364051273348, -0.211835048805, -0.35342891349, -0.223474788911], [0.014668244506, -0.018133713319, -0.007491046538, 0.458173525551, -0.218442935933, 0.21589805812, -0.199175439341, 0.428786933801, -0.458173525551, -0.224884519105, 0.218442935933, 0.024787339668, 0.238631023523, -0.240652329713, 0.218442935933, 0.014668244506]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
17,Encoding,True,0.8,0.02,"[0.4286, 0.4286, 0.4286, 0.4286, 0.4286]","[[-0.111961787018, 0.166201625358, -0.064096644906, -0.026243871752, -0.05884005103, 0.106505932863, -0.142575042795, 0.093597073367, 0.106505932863, 0.000887209849, -0.038282925938, -0.171038005589, -0.160945031484, -0.086153343089, -0.149357503107, -0.097536336149, -0.22415446654, -0.224159741576, -0.22415446654, -0.22415446654, -0.224159741576, -0.224159741576, -0.22415446654, -0.224159741576, -0.224159741576, -0.224159741576, -0.22415446654, -0.22415446654, -0.22415446654, -0.224159741576, -0.22415446654, -0.22415446654], [0.002044615668, -0.003794466694, -0.016509924027, 0.167591664236, -0.066114077916, 0.085135506362, -0.067939446588, 0.156272445644, -0.167591664236, -0.07358742689, 0.066114077916, 0.01518920293, 0.085097747539, -0.092011881335, 0.066151836738, 0.002006856846, -0.161958184768, -0.237575726492, -0.237575726492, -0.23753796767, -0.237575726492, -0.237575726492, -0.237575726492, -0.237575726492, -0.23753796767, -0.237575726492, -0.23753796767, -0.23753796767, -0.237575726492, -0.237575726492, -0.23753796767, -0.237575726492]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18,Encoding,False,0.8,0.1,"[0.4286, 0.4286, 0.4286, 0.4286, 0.4286]","[[-0.276466016758, 0.378043870668, -0.211932896254, -0.03896089923, -0.187716281338, 0.253632965251, -0.259868862902, 0.182507623917, 0.253632965251, 0.079774668005, -0.104641884099, -0.397235748588, -0.35382725575, -0.16917500461, -0.301333232852, -0.223052590909], [0.008798415714, -0.025959890879, -0.083471353249, 0.476615511624, -0.157530041944, 0.250609489689, -0.174691483671, 0.435455745318, -0.476615511624, -0.19608838352, 0.157530041944, 0.067119623744, 0.250609523129, -0.273362745784, 0.157530041944, 0.008798415714]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19,Encoding,True,0.8,0.1,"[0.4286, 0.4286, 0.4286, 0.4286, 0.4286]","[[-0.15314970736, 0.184019901916, -0.146241548946, 5.8062242e-05, -0.13093028873, 0.132062782736, -0.069947345682, 0.054388411343, 0.132062782736, 0.098455559653, -0.062270491868, -0.194275212361, -0.168708641699, -0.069178650281, -0.116964639574, -0.115146987999, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993, -0.216494630993], [-0.007133432274, -0.019554940838, -0.074348709572, 0.194027491006, -0.019328385074, 0.096495384176, -0.046016758188, 0.155970373582, -0.194027491006, -0.067797354863, 0.019328385074, 0.057612058262, 0.096495384176, -0.138867644344, 0.019328385074, -0.007133432275, -0.177750970257, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918, -0.232910816918]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
